pair_id,time,final_mod_type,clean_mod_type,broad_category,filename_ori,filename_mod,delta_mean,delta_std,delta_median,delta_max,delta_l2,delta_p90,delta_p95,active_dims_q75_global,stable_core_mean_delta,volatile_shell_mean_delta,stable_to_volatile_ratio
45,98,mgeldm_drums_tempo105,mgeldm_drums_tempo105,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_drums_tempo105.wav,1.290050,0.946003,1.140600,5.358765,51.191505,2.608185,3.080469,463,1.161786,1.628263,0.713513
45,98,mgeldm_drums_tempo110,mgeldm_drums_tempo110,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_drums_tempo110.wav,1.348848,0.998750,1.146244,5.323523,53.707535,2.684204,3.248348,476,1.234047,1.675520,0.736516
45,98,mgeldm_other_pitchD2,mgeldm_other_pitchD2,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_pitchD2.wav,1.162591,0.878392,1.013718,6.219133,46.627743,2.352776,2.762687,399,0.858961,1.581946,0.542978
45,98,mgeldm_other_pitchD4,mgeldm_other_pitchD4,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_pitchD4.wav,1.072853,0.824020,0.921974,5.660097,43.289066,2.211725,2.558500,368,0.800923,1.425145,0.561994
45,98,mgeldm_other_pitchU2,mgeldm_other_pitchU2,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_pitchU2.wav,1.012196,0.809361,0.826737,4.836128,41.471863,2.146163,2.578555,327,0.805388,1.219325,0.660520
45,98,mgeldm_other_pitchU4,mgeldm_other_pitchU4,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_pitchU4.wav,1.057081,0.828973,0.868444,5.541760,42.987518,2.235596,2.646692,349,0.840266,1.236196,0.679720
45,98,mgeldm_other_pitchU4_tempo110,mgeldm_other_pitchU4_tempo110,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_pitchU4_tempo110.wav,1.056104,0.839421,0.862190,6.225426,43.170158,2.233340,2.588061,352,0.840065,1.385979,0.606117
45,98,mgeldm_other_tempo095,mgeldm_other_tempo095,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_tempo095.wav,1.020153,0.781122,0.878458,5.177903,41.115501,2.086296,2.573378,324,0.769917,1.442644,0.533685
45,98,mgeldm_other_tempo105,mgeldm_other_tempo105,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_tempo105.wav,0.916720,0.689690,0.802988,4.088937,36.710129,1.819151,2.234135,285,0.683465,1.293204,0.528505
45,98,mgeldm_other_tempo110,mgeldm_other_tempo110,4. AI + DSP,pair_45_comp_98s.wav,pair_45_comp_98s_mgeldm_other_tempo110.wav,1.005799,0.756615,0.841392,5.366457,40.275505,1.975691,2.418962,336,0.765682,1.393653,0.549407
45,101,mgeldm_bass_pitchD2,mgeldm_bass_pitchD2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_pitchD2.wav,1.072935,0.815622,0.875860,4.942765,43.127975,2.180298,2.635396,357,0.853953,1.444552,0.591154
45,101,mgeldm_bass_pitchD4,mgeldm_bass_pitchD4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_pitchD4.wav,1.029825,0.786897,0.882493,4.165329,41.473595,2.160510,2.543240,340,0.869660,1.348074,0.645113
45,101,mgeldm_bass_pitchU2,mgeldm_bass_pitchU2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_pitchU2.wav,1.039520,0.800271,0.855578,4.265195,41.980240,2.138235,2.683343,334,0.824633,1.408397,0.585512
45,101,mgeldm_bass_pitchU4,mgeldm_bass_pitchU4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_pitchU4.wav,0.974561,0.730899,0.824547,4.165863,38.982021,2.015285,2.317350,309,0.782848,1.349109,0.580271
45,101,mgeldm_bass_pitchU4_tempo110,mgeldm_bass_pitchU4_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_pitchU4_tempo110.wav,1.060992,0.807518,0.896007,5.267982,42.666790,2.145227,2.649356,338,0.902683,1.422472,0.634588
45,101,mgeldm_bass_tempo105,mgeldm_bass_tempo105,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_tempo105.wav,0.969275,0.745935,0.810450,4.338157,39.138424,1.988944,2.381889,308,0.798719,1.295241,0.616657
45,101,mgeldm_bass_tempo110,mgeldm_bass_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_bass_tempo110.wav,0.976561,0.748886,0.840508,4.459358,39.380825,2.018626,2.375107,310,0.825200,1.321086,0.624637
45,101,mgeldm_drums_pitchD2,mgeldm_drums_pitchD2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_pitchD2.wav,1.296043,1.021851,1.038597,6.798559,52.813633,2.746885,3.270410,431,1.132551,1.955572,0.579141
45,101,mgeldm_drums_pitchD4,mgeldm_drums_pitchD4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_pitchD4.wav,1.455253,1.140157,1.217620,6.787939,59.158630,3.004524,3.663774,499,1.174491,2.168602,0.541589
45,101,mgeldm_drums_pitchU2,mgeldm_drums_pitchU2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_pitchU2.wav,1.345665,1.068253,1.094513,6.165002,54.980225,2.887871,3.525719,460,1.219747,2.034438,0.599550
45,101,mgeldm_drums_pitchU4,mgeldm_drums_pitchU4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_pitchU4.wav,1.373316,1.096413,1.129817,7.452114,56.233738,2.883523,3.471109,466,1.132604,2.050296,0.552410
45,101,mgeldm_drums_pitchU4_tempo110,mgeldm_drums_pitchU4_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_pitchU4_tempo110.wav,1.406191,1.100056,1.168265,8.135682,57.131401,2.901053,3.564762,492,1.195810,2.200672,0.543384
45,101,mgeldm_drums_tempo105,mgeldm_drums_tempo105,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_tempo105.wav,1.394667,1.090558,1.143883,7.445538,56.653687,2.879856,3.527984,466,1.168883,2.083760,0.560949
45,101,mgeldm_drums_tempo110,mgeldm_drums_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_drums_tempo110.wav,1.493572,1.166563,1.227548,7.321907,60.645077,3.124933,3.713430,503,1.259103,2.204373,0.571184
45,101,mgeldm_other_pitchD2,mgeldm_other_pitchD2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_pitchD2.wav,0.824386,0.630362,0.690970,3.399666,33.208675,1.743060,1.993190,233,0.736031,1.110160,0.662995
45,101,mgeldm_other_pitchD4,mgeldm_other_pitchD4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_pitchD4.wav,0.927329,0.694206,0.800570,4.020081,37.068386,1.894126,2.231745,295,0.902556,1.135925,0.794556
45,101,mgeldm_other_pitchU2,mgeldm_other_pitchU2,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_pitchU2.wav,0.864444,0.654569,0.719187,3.826285,34.697857,1.765367,2.137841,258,0.822215,1.024707,0.802391
45,101,mgeldm_other_pitchU4,mgeldm_other_pitchU4,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_pitchU4.wav,0.902226,0.659442,0.774220,3.789075,35.760975,1.833976,2.179746,270,0.842672,1.085505,0.776295
45,101,mgeldm_other_pitchU4_tempo110,mgeldm_other_pitchU4_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_pitchU4_tempo110.wav,0.928133,0.714314,0.771893,4.163798,37.477936,1.960688,2.295263,278,0.845311,1.314048,0.643288
45,101,mgeldm_other_tempo105,mgeldm_other_tempo105,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_tempo105.wav,0.923033,0.675419,0.795124,3.725383,36.600239,1.843270,2.196079,288,0.899836,1.098060,0.819478
45,101,mgeldm_other_tempo110,mgeldm_other_tempo110,4. AI + DSP,pair_45_ori_101s.wav,pair_45_ori_101s_mgeldm_other_tempo110.wav,0.939613,0.709211,0.791076,3.627898,37.671127,1.913826,2.306842,302,0.905165,1.169657,0.773872
45,107,mgeldm_bass_pitchD2,mgeldm_bass_pitchD2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_pitchD2.wav,1.117387,0.877337,0.913715,5.027091,45.461102,2.294859,2.844643,384,0.808008,1.439620,0.561265
45,107,mgeldm_bass_pitchD4,mgeldm_bass_pitchD4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_pitchD4.wav,1.185698,0.898191,1.007637,4.778292,47.599693,2.390727,2.892020,422,0.866314,1.519962,0.569958
45,107,mgeldm_bass_pitchU2,mgeldm_bass_pitchU2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_pitchU2.wav,1.103998,0.841908,0.930417,4.966629,44.428402,2.219755,2.687773,376,0.866210,1.461432,0.592713
45,107,mgeldm_bass_pitchU4,mgeldm_bass_pitchU4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_pitchU4.wav,1.216255,0.912207,1.055521,5.403852,48.650494,2.413933,2.929435,422,1.033015,1.697282,0.608629
45,107,mgeldm_bass_pitchU4_tempo110,mgeldm_bass_pitchU4_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_pitchU4_tempo110.wav,1.352333,1.004753,1.183811,6.948561,53.911541,2.691361,3.209138,483,1.164730,1.856655,0.627327
45,107,mgeldm_bass_tempo105,mgeldm_bass_tempo105,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_tempo105.wav,1.121809,0.837929,0.953400,5.329551,44.806625,2.245490,2.685256,378,0.848902,1.468881,0.577925
45,107,mgeldm_bass_tempo110,mgeldm_bass_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_bass_tempo110.wav,1.155793,0.888541,0.968380,5.572303,46.651596,2.306473,2.853166,416,0.930868,1.526749,0.609706
45,107,mgeldm_drums_pitchD2,mgeldm_drums_pitchD2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_pitchD2.wav,1.555056,1.212634,1.314518,7.872919,63.103161,3.245366,3.852473,536,1.168261,2.293278,0.509428
45,107,mgeldm_drums_pitchD4,mgeldm_drums_pitchD4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_pitchD4.wav,1.615829,1.245373,1.347207,7.003293,65.282021,3.220219,4.035599,544,1.300237,2.314837,0.561697
45,107,mgeldm_drums_pitchU2,mgeldm_drums_pitchU2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_pitchU2.wav,1.491629,1.188519,1.212584,7.116817,61.031425,3.164489,3.846986,498,1.082321,2.216864,0.488222
45,107,mgeldm_drums_pitchU4,mgeldm_drums_pitchU4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_pitchU4.wav,1.507832,1.210351,1.244023,6.788907,61.872696,3.243295,3.824152,511,1.118210,2.212479,0.505410
45,107,mgeldm_drums_pitchU4_tempo110,mgeldm_drums_pitchU4_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_pitchU4_tempo110.wav,1.531885,1.193024,1.281806,7.225562,62.132591,3.153853,3.915896,525,1.092930,2.256332,0.484384
45,107,mgeldm_drums_tempo095,mgeldm_drums_tempo095,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_tempo095.wav,1.593538,1.236481,1.296866,6.783504,64.543678,3.337149,3.953068,528,1.159569,2.427869,0.477608
45,107,mgeldm_drums_tempo105,mgeldm_drums_tempo105,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_tempo105.wav,1.579617,1.218964,1.244534,7.223974,63.848316,3.351721,3.917145,512,1.168441,2.469867,0.473078
45,107,mgeldm_drums_tempo110,mgeldm_drums_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_drums_tempo110.wav,1.577389,1.207797,1.288782,7.499093,63.574017,3.341894,3.837317,526,1.199040,2.367360,0.506488
45,107,mgeldm_other_pitchD2,mgeldm_other_pitchD2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_pitchD2.wav,0.779039,0.616747,0.651907,3.721964,31.795794,1.626654,1.978139,199,0.561822,1.102316,0.509674
45,107,mgeldm_other_pitchD4,mgeldm_other_pitchD4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_pitchD4.wav,0.702582,0.575678,0.560816,3.342060,29.065907,1.512082,1.831099,175,0.519081,1.044902,0.496775
45,107,mgeldm_other_pitchU2,mgeldm_other_pitchU2,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_pitchU2.wav,0.668623,0.501745,0.545847,3.421463,26.750242,1.327102,1.696035,125,0.565419,0.920391,0.614325
45,107,mgeldm_other_pitchU4,mgeldm_other_pitchU4,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_pitchU4.wav,0.699192,0.535743,0.596058,3.226762,28.187077,1.421830,1.717762,149,0.541809,0.982476,0.551473
45,107,mgeldm_other_pitchU4_tempo110,mgeldm_other_pitchU4_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_pitchU4_tempo110.wav,0.865051,0.694917,0.707116,4.842195,35.507370,1.762737,2.124817,256,0.680228,1.265130,0.537675
45,107,mgeldm_other_tempo105,mgeldm_other_tempo105,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_tempo105.wav,0.708352,0.554070,0.588317,3.494380,28.777882,1.407092,1.744641,156,0.576480,0.985046,0.585232
45,107,mgeldm_other_tempo110,mgeldm_other_tempo110,4. AI + DSP,pair_45_ori_107s.wav,pair_45_ori_107s_mgeldm_other_tempo110.wav,0.667344,0.516554,0.558258,3.534209,27.004971,1.322167,1.553812,134,0.535719,0.986891,0.542836
45,10,mgeldm_bass_pitchD2,mgeldm_bass_pitchD2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_pitchD2.wav,1.148576,0.904611,0.971060,4.654605,46.785145,2.353341,2.945570,396,0.802328,1.623847,0.494091
45,10,mgeldm_bass_pitchD4,mgeldm_bass_pitchD4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_pitchD4.wav,1.226454,1.007368,1.011147,5.807094,50.788147,2.597746,3.203151,423,0.892459,1.829217,0.487891
45,10,mgeldm_bass_pitchU2,mgeldm_bass_pitchU2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_pitchU2.wav,1.218999,0.934349,1.012116,5.387588,49.148571,2.470531,3.042313,419,0.869297,1.789037,0.485902
45,10,mgeldm_bass_pitchU4,mgeldm_bass_pitchU4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_pitchU4.wav,1.190988,0.930114,1.015931,5.127262,48.356689,2.473372,3.110359,402,0.929409,1.594663,0.582825
45,10,mgeldm_bass_pitchU4_tempo110,mgeldm_bass_pitchU4_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_pitchU4_tempo110.wav,1.278602,1.006124,1.058102,5.635486,52.063801,2.709979,3.273014,438,1.044527,1.742970,0.599280
45,10,mgeldm_bass_tempo105,mgeldm_bass_tempo105,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_tempo105.wav,1.074686,0.868871,0.867874,5.042558,44.223568,2.275537,2.712450,348,0.825236,1.617487,0.510196
45,10,mgeldm_bass_tempo110,mgeldm_bass_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_bass_tempo110.wav,1.075210,0.856082,0.858973,4.717977,43.980541,2.224598,2.780112,357,0.832301,1.562448,0.532690
45,10,mgeldm_drums_pitchD2,mgeldm_drums_pitchD2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_pitchD2.wav,1.393599,1.039129,1.154566,5.440103,55.627636,2.876899,3.458997,478,1.130429,1.674342,0.675148
45,10,mgeldm_drums_pitchD4,mgeldm_drums_pitchD4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_pitchD4.wav,1.345230,1.041250,1.139974,5.691621,54.436165,2.778591,3.582168,463,1.055692,1.551693,0.680349
45,10,mgeldm_drums_pitchU2,mgeldm_drums_pitchU2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_pitchU2.wav,1.334419,1.043428,1.140281,5.525107,54.205921,2.790047,3.370224,465,1.083236,1.685831,0.642553
45,10,mgeldm_drums_pitchU4,mgeldm_drums_pitchU4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_pitchU4.wav,1.350035,1.037049,1.134890,5.912264,54.475845,2.753011,3.352290,470,1.149281,1.589124,0.723217
45,10,mgeldm_drums_pitchU4_tempo110,mgeldm_drums_pitchU4_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_pitchU4_tempo110.wav,1.344035,1.010684,1.115205,5.440986,53.812454,2.777762,3.308955,472,1.146040,1.486557,0.770936
45,10,mgeldm_drums_tempo095,mgeldm_drums_tempo095,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_tempo095.wav,1.351608,1.034026,1.133162,5.987769,54.456932,2.816444,3.287629,485,1.122147,1.608454,0.697656
45,10,mgeldm_drums_tempo105,mgeldm_drums_tempo105,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_tempo105.wav,1.378004,1.045501,1.189580,5.931628,55.351368,2.847968,3.474100,470,1.133060,1.728748,0.655422
45,10,mgeldm_drums_tempo110,mgeldm_drums_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_drums_tempo110.wav,1.359112,1.011791,1.121234,5.619298,54.220005,2.787575,3.338614,479,1.116323,1.562685,0.714362
45,10,mgeldm_other_pitchD2,mgeldm_other_pitchD2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_pitchD2.wav,1.077246,0.858823,0.886829,4.430080,44.086159,2.314922,2.780273,346,0.981836,1.206768,0.813607
45,10,mgeldm_other_pitchD4,mgeldm_other_pitchD4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_pitchD4.wav,1.186676,0.919287,0.973985,5.184772,48.035065,2.483264,3.016322,408,1.003079,1.432150,0.700401
45,10,mgeldm_other_pitchU2,mgeldm_other_pitchU2,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_pitchU2.wav,1.149762,0.860855,0.994824,5.423066,45.962345,2.315746,2.803667,392,1.123940,1.416666,0.793370
45,10,mgeldm_other_pitchU4,mgeldm_other_pitchU4,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_pitchU4.wav,1.236630,0.931406,1.042182,5.486047,49.540833,2.594606,2.926619,417,1.072865,1.535281,0.698807
45,10,mgeldm_other_pitchU4_tempo110,mgeldm_other_pitchU4_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_pitchU4_tempo110.wav,1.369942,1.010241,1.145644,5.632578,54.468914,2.767574,3.271826,475,1.155126,1.718174,0.672298
45,10,mgeldm_other_tempo095,mgeldm_other_tempo095,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_tempo095.wav,1.101263,0.837926,0.902912,4.161412,44.281574,2.284215,2.739906,387,1.034174,1.458578,0.709029
45,10,mgeldm_other_tempo105,mgeldm_other_tempo105,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_tempo105.wav,1.046873,0.817737,0.860953,4.260818,42.508682,2.183075,2.642114,352,0.977411,1.431205,0.682929
45,10,mgeldm_other_tempo110,mgeldm_other_tempo110,4. AI + DSP,pair_45_ori_10s.wav,pair_45_ori_10s_mgeldm_other_tempo110.wav,1.166891,0.883519,0.977124,4.785753,46.836479,2.443497,2.828951,395,0.972852,1.500596,0.648310
45,124,mgeldm_bass_pitchD2,mgeldm_bass_pitchD2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_pitchD2.wav,1.301012,0.991483,1.108622,7.899686,52.343933,2.640935,3.084329,464,1.109475,1.859501,0.596652
45,124,mgeldm_bass_pitchD4,mgeldm_bass_pitchD4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_pitchD4.wav,1.271813,0.969357,1.066540,7.343494,51.171616,2.547937,3.109861,444,1.043750,1.770642,0.589476
45,124,mgeldm_bass_pitchU2,mgeldm_bass_pitchU2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_pitchU2.wav,1.340617,1.016715,1.104983,7.886760,53.841484,2.740916,3.263607,452,1.083235,1.868082,0.579865
45,124,mgeldm_bass_pitchU4,mgeldm_bass_pitchU4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_pitchU4.wav,1.256481,0.957133,1.086645,8.142765,50.544296,2.573690,3.013739,438,1.057779,1.750558,0.604253
45,124,mgeldm_bass_pitchU4_tempo110,mgeldm_bass_pitchU4_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_pitchU4_tempo110.wav,1.304074,0.995223,1.113636,7.511045,52.494411,2.678819,3.115712,446,1.056457,1.757886,0.600981
45,124,mgeldm_bass_tempo105,mgeldm_bass_tempo105,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_tempo105.wav,1.232720,0.975019,1.033054,7.318354,50.294617,2.537930,3.174977,411,0.978139,1.674752,0.584050
45,124,mgeldm_bass_tempo110,mgeldm_bass_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_bass_tempo110.wav,1.179153,0.907033,1.001692,7.019299,47.604885,2.451022,2.885999,403,0.940156,1.661556,0.565829
45,124,mgeldm_drums_pitchD2,mgeldm_drums_pitchD2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_pitchD2.wav,1.359631,1.070400,1.103260,5.720763,55.373447,2.845754,3.419772,472,1.080352,1.995933,0.541277
45,124,mgeldm_drums_pitchD4,mgeldm_drums_pitchD4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_pitchD4.wav,1.398700,1.089142,1.170651,5.732431,56.727543,3.000162,3.488106,482,1.148934,1.988472,0.577797
45,124,mgeldm_drums_pitchU2,mgeldm_drums_pitchU2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_pitchU2.wav,1.372960,1.054687,1.130434,5.907664,55.401459,2.783073,3.507020,466,1.060315,1.991594,0.532395
45,124,mgeldm_drums_pitchU4,mgeldm_drums_pitchU4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_pitchU4.wav,1.445561,1.127533,1.182763,6.478263,58.665497,3.071982,3.612641,486,1.090429,2.165280,0.503597
45,124,mgeldm_drums_pitchU4_tempo110,mgeldm_drums_pitchU4_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_pitchU4_tempo110.wav,1.493530,1.163132,1.216470,6.711635,60.576511,3.160629,3.804360,503,1.142116,2.252856,0.506964
45,124,mgeldm_drums_tempo105,mgeldm_drums_tempo105,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_tempo105.wav,1.427574,1.092112,1.187669,5.915359,57.517063,3.021972,3.573412,489,1.109330,1.923198,0.576815
45,124,mgeldm_drums_tempo110,mgeldm_drums_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_drums_tempo110.wav,1.450600,1.114872,1.210115,5.882199,58.544975,3.001785,3.529842,499,1.148779,2.042634,0.562401
45,124,mgeldm_other_pitchD2,mgeldm_other_pitchD2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_pitchD2.wav,1.280258,0.990532,1.043798,7.672110,51.798630,2.629096,3.119437,441,1.058039,1.672608,0.632568
45,124,mgeldm_other_pitchD4,mgeldm_other_pitchD4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_pitchD4.wav,1.181215,0.923503,1.000112,6.215695,47.980011,2.409355,2.934473,405,0.888204,1.560744,0.569090
45,124,mgeldm_other_pitchU2,mgeldm_other_pitchU2,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_pitchU2.wav,1.151035,0.904344,0.953259,7.030674,46.841705,2.431602,2.812172,380,0.959327,1.449757,0.661716
45,124,mgeldm_other_pitchU4,mgeldm_other_pitchU4,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_pitchU4.wav,1.233151,0.915286,1.010156,5.710322,49.142765,2.500484,3.098801,425,1.079477,1.504788,0.717362
45,124,mgeldm_other_pitchU4_tempo110,mgeldm_other_pitchU4_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_pitchU4_tempo110.wav,1.331709,1.023910,1.156809,6.346738,53.754673,2.759856,3.198782,472,1.118917,1.657869,0.674913
45,124,mgeldm_other_tempo095,mgeldm_other_tempo095,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_tempo095.wav,1.211411,0.951695,0.980698,8.024069,49.297028,2.565405,3.061096,425,1.047601,1.639360,0.639030
45,124,mgeldm_other_tempo105,mgeldm_other_tempo105,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_tempo105.wav,1.155074,0.893560,0.964569,5.953034,46.731457,2.460987,2.867326,394,0.968049,1.536066,0.630213
45,124,mgeldm_other_tempo110,mgeldm_other_tempo110,4. AI + DSP,pair_45_ori_124s.wav,pair_45_ori_124s_mgeldm_other_tempo110.wav,1.268760,0.934180,1.116484,5.244965,50.418491,2.542529,3.060582,459,1.037725,1.527158,0.679514
45,130,mgeldm_bass_pitchD2,mgeldm_bass_pitchD2,4. AI + DSP,pair_45_ori_130s.wav,pair_45_ori_130s_mgeldm_bass_pitchD2.wav,1.168223,0.880772,0.971102,5.128745,46.817463,2.456331,2.815817,390,1.060501,1.504026,0.705108
45,130,mgeldm_bass_pitchD4,mgeldm_bass_pitchD4,4. AI + DSP,pair_45_ori_130s.wav,pair_45_ori_130s_mgeldm_bass_pitchD4.wav,1.202377,0.898693,1.026011,4.874454,48.035820,2.433167,2.881225,416,1.082941,1.529904,0.707849
