source_key,source_filename,stem_relpath,vocal_ratio,active_ratio,stem_rms_db,n_frames,active_frames,vocal_like_frames,vocal_valid
pair_27_comp_187s,pair_27_comp_187s.wav,pair_27_comp_187s/vocals.wav,0.9435,0.779,-22.42,1000,779,735,True
pair_27_comp_194s,pair_27_comp_194s.wav,pair_27_comp_194s/vocals.wav,0.9547,0.816,-22.57,1000,816,779,True
pair_27_comp_202s,pair_27_comp_202s.wav,pair_27_comp_202s/vocals.wav,0.9387,0.816,-23.81,1000,816,766,True
pair_27_comp_210s,pair_27_comp_210s.wav,pair_27_comp_210s/vocals.wav,0.9013,0.537,-27.47,1000,537,484,True
pair_27_comp_217s,pair_27_comp_217s.wav,pair_27_comp_217s/vocals.wav,0.8598,0.2271,-37.16,722,164,141,True
pair_27_comp_21s,pair_27_comp_21s.wav,pair_27_comp_21s/vocals.wav,0.9125,0.743,-22.97,1000,743,678,True
pair_27_comp_28s,pair_27_comp_28s.wav,pair_27_comp_28s/vocals.wav,0.9302,0.745,-22.94,1000,745,693,True
pair_27_comp_36s,pair_27_comp_36s.wav,pair_27_comp_36s/vocals.wav,0.9401,0.701,-23.9,1000,701,659,True
pair_27_comp_43s,pair_27_comp_43s.wav,pair_27_comp_43s/vocals.wav,0.9376,0.721,-23.19,1000,721,676,True
pair_27_comp_69s,pair_27_comp_69s.wav,pair_27_comp_69s/vocals.wav,0.9452,0.748,-23.2,1000,748,707,True
pair_27_comp_76s,pair_27_comp_76s.wav,pair_27_comp_76s/vocals.wav,0.919,0.765,-23.0,1000,765,703,True
pair_27_comp_84s,pair_27_comp_84s.wav,pair_27_comp_84s/vocals.wav,0.8395,0.567,-25.09,1000,567,476,True
pair_27_comp_91s,pair_27_comp_91s.wav,pair_27_comp_91s/vocals.wav,0.7477,0.329,-28.52,1000,329,246,True
pair_27_ori_120s,pair_27_ori_120s.wav,pair_27_ori_120s/vocals.wav,0.9768,0.603,-19.02,1000,603,589,True
pair_27_ori_127s,pair_27_ori_127s.wav,pair_27_ori_127s/vocals.wav,0.9721,0.609,-19.65,1000,609,592,True
pair_27_ori_135s,pair_27_ori_135s.wav,pair_27_ori_135s/vocals.wav,0.9719,0.605,-18.85,1000,605,588,True
pair_27_ori_143s,pair_27_ori_143s.wav,pair_27_ori_143s/vocals.wav,0.9953,0.634,-19.28,1000,634,631,True
pair_27_ori_151s,pair_27_ori_151s.wav,pair_27_ori_151s/vocals.wav,1.0,0.661,-18.3,1000,661,661,True
pair_27_ori_159s,pair_27_ori_159s.wav,pair_27_ori_159s/vocals.wav,0.984,0.749,-18.76,1000,749,737,True
pair_27_ori_167s,pair_27_ori_167s.wav,pair_27_ori_167s/vocals.wav,0.9854,0.82,-18.2,1000,820,808,True
pair_27_ori_175s,pair_27_ori_175s.wav,pair_27_ori_175s/vocals.wav,0.9877,0.73,-18.61,1000,730,721,True
pair_27_ori_183s,pair_27_ori_183s.wav,pair_27_ori_183s/vocals.wav,0.9817,0.765,-19.26,1000,765,751,True
pair_27_ori_191s,pair_27_ori_191s.wav,pair_27_ori_191s/vocals.wav,0.992,0.87,-19.17,1000,870,863,True
pair_27_ori_198s,pair_27_ori_198s.wav,pair_27_ori_198s/vocals.wav,0.9917,0.965,-19.3,1000,965,957,True
pair_27_ori_206s,pair_27_ori_206s.wav,pair_27_ori_206s/vocals.wav,0.9799,0.598,-22.28,1000,598,586,True
pair_27_ori_25s,pair_27_ori_25s.wav,pair_27_ori_25s/vocals.wav,0.978,0.635,-18.96,1000,635,621,True
pair_27_ori_33s,pair_27_ori_33s.wav,pair_27_ori_33s/vocals.wav,0.9688,0.609,-20.03,1000,609,590,True
pair_27_ori_40s,pair_27_ori_40s.wav,pair_27_ori_40s/vocals.wav,0.9643,0.617,-19.68,1000,617,595,True
pair_27_ori_48s,pair_27_ori_48s.wav,pair_27_ori_48s/vocals.wav,0.9681,0.626,-21.16,1000,626,606,True
pair_27_ori_56s,pair_27_ori_56s.wav,pair_27_ori_56s/vocals.wav,0.9731,0.67,-20.62,1000,670,652,True
pair_27_ori_64s,pair_27_ori_64s.wav,pair_27_ori_64s/vocals.wav,0.9669,0.665,-20.6,1000,665,643,True
pair_27_ori_72s,pair_27_ori_72s.wav,pair_27_ori_72s/vocals.wav,0.9718,0.602,-18.67,1000,602,585,True
pair_27_ori_80s,pair_27_ori_80s.wav,pair_27_ori_80s/vocals.wav,0.9877,0.729,-17.88,1000,729,720,True
pair_27_ori_88s,pair_27_ori_88s.wav,pair_27_ori_88s/vocals.wav,0.9814,0.485,-19.81,1000,485,476,True
pair_27_ori_96s,pair_27_ori_96s.wav,pair_27_ori_96s/vocals.wav,1.0,0.189,-24.9,1000,189,189,True
pair_29_comp_136s,pair_29_comp_136s.wav,pair_29_comp_136s/vocals.wav,0.9886,0.879,-21.53,1000,879,869,True
pair_29_comp_145s,pair_29_comp_145s.wav,pair_29_comp_145s/vocals.wav,0.9934,0.457,-23.8,1000,457,454,True
pair_29_comp_15s,pair_29_comp_15s.wav,pair_29_comp_15s/vocals.wav,0.9824,0.17,-31.27,1000,170,167,True
pair_29_comp_188s,pair_29_comp_188s.wav,pair_29_comp_188s/vocals.wav,0.987,0.923,-20.66,1000,923,911,True
pair_29_comp_197s,pair_29_comp_197s.wav,pair_29_comp_197s/vocals.wav,0.9902,0.92,-20.44,1000,920,911,True
pair_29_comp_206s,pair_29_comp_206s.wav,pair_29_comp_206s/vocals.wav,0.9896,0.867,-20.76,1000,867,858,True
pair_29_comp_214s,pair_29_comp_214s.wav,pair_29_comp_214s/vocals.wav,0.9958,0.71,-22.59,1000,710,707,True
pair_29_comp_85s,pair_29_comp_85s.wav,pair_29_comp_85s/vocals.wav,0.9905,0.948,-21.35,1000,948,939,True
pair_29_comp_93s,pair_29_comp_93s.wav,pair_29_comp_93s/vocals.wav,0.9952,0.826,-23.06,1000,826,822,True
pair_29_ori_12s,pair_29_ori_12s.wav,pair_29_ori_12s/vocals.wav,0.9773,0.441,-28.82,1000,441,431,True
pair_29_ori_134s,pair_29_ori_134s.wav,pair_29_ori_134s/vocals.wav,0.9733,0.935,-21.89,1000,935,910,True
pair_29_ori_143s,pair_29_ori_143s.wav,pair_29_ori_143s/vocals.wav,0.9772,0.877,-22.2,1000,877,857,True
pair_29_ori_221s,pair_29_ori_221s.wav,pair_29_ori_221s/vocals.wav,0.9604,0.935,-22.44,1000,935,898,True
pair_29_ori_230s,pair_29_ori_230s.wav,pair_29_ori_230s/vocals.wav,0.9493,0.966,-20.14,1000,966,917,True
pair_29_ori_239s,pair_29_ori_239s.wav,pair_29_ori_239s/vocals.wav,0.9668,0.995,-18.77,1000,995,962,True
pair_29_ori_247s,pair_29_ori_247s.wav,pair_29_ori_247s/vocals.wav,0.9807,0.983,-19.13,1000,983,964,True
pair_29_ori_256s,pair_29_ori_256s.wav,pair_29_ori_256s/vocals.wav,0.9947,0.8116,-20.88,934,758,754,True
pair_29_ori_265s,pair_29_ori_265s.wav,pair_29_ori_265s/vocals.wav,0.9907,0.6694,-21.11,484,324,321,True
pair_29_ori_73s,pair_29_ori_73s.wav,pair_29_ori_73s/vocals.wav,0.9905,0.947,-21.65,1000,947,938,True
pair_29_ori_82s,pair_29_ori_82s.wav,pair_29_ori_82s/vocals.wav,0.9803,0.912,-21.81,1000,912,894,True
pair_32_comp_141s,pair_32_comp_141s.wav,pair_32_comp_141s/vocals.wav,0.984,0.936,-21.51,1000,936,921,True
pair_32_comp_147s,pair_32_comp_147s.wav,pair_32_comp_147s/vocals.wav,0.9674,0.921,-21.07,1000,921,891,True
pair_32_comp_14s,pair_32_comp_14s.wav,pair_32_comp_14s/vocals.wav,0.9346,0.902,-25.2,1000,902,843,True
pair_32_comp_154s,pair_32_comp_154s.wav,pair_32_comp_154s/vocals.wav,0.9536,0.926,-18.37,1000,926,883,True
pair_32_comp_161s,pair_32_comp_161s.wav,pair_32_comp_161s/vocals.wav,0.9471,0.964,-16.61,1000,964,913,True
pair_32_comp_168s,pair_32_comp_168s.wav,pair_32_comp_168s/vocals.wav,0.9707,0.989,-15.28,1000,989,960,True
pair_32_comp_175s,pair_32_comp_175s.wav,pair_32_comp_175s/vocals.wav,0.9699,0.965,-16.16,1000,965,936,True
pair_32_comp_182s,pair_32_comp_182s.wav,pair_32_comp_182s/vocals.wav,0.9649,0.941,-17.95,1000,941,908,True
pair_32_comp_189s,pair_32_comp_189s.wav,pair_32_comp_189s/vocals.wav,0.95,0.92,-17.85,1000,920,874,True
pair_32_comp_195s,pair_32_comp_195s.wav,pair_32_comp_195s/vocals.wav,0.9619,0.972,-16.0,1000,972,935,True
pair_32_comp_202s,pair_32_comp_202s.wav,pair_32_comp_202s/vocals.wav,0.974,1.0,-14.5,1000,1000,974,True
pair_32_comp_209s,pair_32_comp_209s.wav,pair_32_comp_209s/vocals.wav,0.9735,0.945,-15.52,1000,945,920,True
pair_32_comp_216s,pair_32_comp_216s.wav,pair_32_comp_216s/vocals.wav,0.9704,0.877,-17.54,1000,877,851,True
pair_32_comp_21s,pair_32_comp_21s.wav,pair_32_comp_21s/vocals.wav,0.9304,0.862,-24.76,1000,862,802,True
pair_32_comp_223s,pair_32_comp_223s.wav,pair_32_comp_223s/vocals.wav,0.9621,0.739,-21.32,1000,739,711,True
pair_32_comp_230s,pair_32_comp_230s.wav,pair_32_comp_230s/vocals.wav,0.98,0.701,-21.0,1000,701,687,True
pair_32_comp_27s,pair_32_comp_27s.wav,pair_32_comp_27s/vocals.wav,0.9231,0.871,-24.48,1000,871,804,True
pair_32_comp_35s,pair_32_comp_35s.wav,pair_32_comp_35s/vocals.wav,0.9267,0.887,-24.75,1000,887,822,True
pair_32_comp_41s,pair_32_comp_41s.wav,pair_32_comp_41s/vocals.wav,0.942,0.948,-23.2,1000,948,893,True
pair_32_comp_48s,pair_32_comp_48s.wav,pair_32_comp_48s/vocals.wav,0.9419,0.929,-22.61,1000,929,875,True
pair_32_comp_55s,pair_32_comp_55s.wav,pair_32_comp_55s/vocals.wav,0.9503,0.886,-19.43,1000,886,842,True
pair_32_comp_62s,pair_32_comp_62s.wav,pair_32_comp_62s/vocals.wav,0.943,0.877,-17.83,1000,877,827,True
pair_32_comp_69s,pair_32_comp_69s.wav,pair_32_comp_69s/vocals.wav,0.9586,0.967,-16.68,1000,967,927,True
pair_32_comp_75s,pair_32_comp_75s.wav,pair_32_comp_75s/vocals.wav,0.9392,0.954,-17.69,1000,954,896,True
pair_32_comp_82s,pair_32_comp_82s.wav,pair_32_comp_82s/vocals.wav,0.9485,0.932,-18.97,1000,932,884,True
pair_32_comp_89s,pair_32_comp_89s.wav,pair_32_comp_89s/vocals.wav,0.9398,0.631,-22.21,1000,631,593,True
pair_32_comp_96s,pair_32_comp_96s.wav,pair_32_comp_96s/vocals.wav,0.9522,0.335,-24.47,1000,335,319,True
pair_32_ori_103s,pair_32_ori_103s.wav,pair_32_ori_103s/vocals.wav,0.9588,0.364,-22.94,1000,364,349,True
pair_32_ori_138s,pair_32_ori_138s.wav,pair_32_ori_138s/vocals.wav,0.953,0.979,-19.06,1000,979,933,True
pair_32_ori_145s,pair_32_ori_145s.wav,pair_32_ori_145s/vocals.wav,0.9465,0.935,-18.65,1000,935,885,True
pair_32_ori_152s,pair_32_ori_152s.wav,pair_32_ori_152s/vocals.wav,0.9593,0.933,-16.83,1000,933,895,True
pair_32_ori_159s,pair_32_ori_159s.wav,pair_32_ori_159s/vocals.wav,0.9546,0.882,-15.96,1000,882,842,True
pair_32_ori_166s,pair_32_ori_166s.wav,pair_32_ori_166s/vocals.wav,0.9749,0.876,-14.27,1000,876,854,True
pair_32_ori_173s,pair_32_ori_173s.wav,pair_32_ori_173s/vocals.wav,0.9593,0.885,-15.41,1000,885,849,True
pair_32_ori_180s,pair_32_ori_180s.wav,pair_32_ori_180s/vocals.wav,0.9623,0.928,-16.27,1000,928,893,True
pair_32_ori_186s,pair_32_ori_186s.wav,pair_32_ori_186s/vocals.wav,0.9574,0.891,-17.89,1000,891,853,True
pair_32_ori_193s,pair_32_ori_193s.wav,pair_32_ori_193s/vocals.wav,0.9528,0.869,-16.45,1000,869,828,True
pair_32_ori_200s,pair_32_ori_200s.wav,pair_32_ori_200s/vocals.wav,0.972,0.894,-15.27,1000,894,869,True
pair_32_ori_207s,pair_32_ori_207s.wav,pair_32_ori_207s/vocals.wav,0.9627,0.912,-15.52,1000,912,878,True
pair_32_ori_20s,pair_32_ori_20s.wav,pair_32_ori_20s/vocals.wav,0.942,0.983,-18.63,1000,983,926,True
pair_32_ori_214s,pair_32_ori_214s.wav,pair_32_ori_214s/vocals.wav,0.9623,0.929,-16.87,1000,929,894,True
pair_32_ori_221s,pair_32_ori_221s.wav,pair_32_ori_221s/vocals.wav,0.96,0.9,-18.37,1000,900,864,True
pair_32_ori_227s,pair_32_ori_227s.wav,pair_32_ori_227s/vocals.wav,0.9792,0.963,-17.13,1000,963,943,True
pair_32_ori_27s,pair_32_ori_27s.wav,pair_32_ori_27s/vocals.wav,0.9442,0.896,-19.04,1000,896,846,True
pair_32_ori_34s,pair_32_ori_34s.wav,pair_32_ori_34s/vocals.wav,0.9465,0.879,-19.58,1000,879,832,True
pair_32_ori_41s,pair_32_ori_41s.wav,pair_32_ori_41s/vocals.wav,0.9592,0.906,-19.55,1000,906,869,True
pair_32_ori_48s,pair_32_ori_48s.wav,pair_32_ori_48s/vocals.wav,0.9721,0.931,-18.32,1000,931,905,True
pair_32_ori_55s,pair_32_ori_55s.wav,pair_32_ori_55s/vocals.wav,0.9618,0.864,-17.66,1000,864,831,True
pair_32_ori_62s,pair_32_ori_62s.wav,pair_32_ori_62s/vocals.wav,0.9648,0.88,-16.81,1000,880,849,True
pair_32_ori_69s,pair_32_ori_69s.wav,pair_32_ori_69s/vocals.wav,0.9496,0.854,-15.82,1000,854,811,True
pair_32_ori_76s,pair_32_ori_76s.wav,pair_32_ori_76s/vocals.wav,0.974,0.886,-15.12,1000,886,863,True
pair_32_ori_83s,pair_32_ori_83s.wav,pair_32_ori_83s/vocals.wav,0.9617,0.913,-16.38,1000,913,878,True
pair_32_ori_90s,pair_32_ori_90s.wav,pair_32_ori_90s/vocals.wav,0.9653,0.95,-17.38,1000,950,917,True
pair_32_ori_96s,pair_32_ori_96s.wav,pair_32_ori_96s/vocals.wav,0.9557,0.745,-21.35,1000,745,712,True
pair_33_comp_147s,pair_33_comp_147s.wav,pair_33_comp_147s/vocals.wav,0.9313,0.801,-19.45,1000,801,746,True
pair_33_comp_165s,pair_33_comp_165s.wav,pair_33_comp_165s/vocals.wav,0.9275,0.759,-20.03,1000,759,704,True
pair_33_comp_200s,pair_33_comp_200s.wav,pair_33_comp_200s/vocals.wav,0.9293,0.99,-13.97,1000,990,920,True
pair_33_comp_219s,pair_33_comp_219s.wav,pair_33_comp_219s/vocals.wav,0.961,0.924,-15.02,1000,924,888,True
pair_33_comp_72s,pair_33_comp_72s.wav,pair_33_comp_72s/vocals.wav,0.9583,0.696,-24.19,1000,696,667,True
pair_33_ori_106s,pair_33_ori_106s.wav,pair_33_ori_106s/vocals.wav,0.9354,0.867,-17.47,1000,867,811,True
pair_33_ori_174s,pair_33_ori_174s.wav,pair_33_ori_174s/vocals.wav,0.9352,0.879,-17.94,1000,879,822,True
pair_33_ori_48s,pair_33_ori_48s.wav,pair_33_ori_48s/vocals.wav,0.947,0.793,-20.16,1000,793,751,True
pair_34_comp_140s,pair_34_comp_140s.wav,pair_34_comp_140s/vocals.wav,0.8386,0.533,-26.46,1000,533,447,True
pair_34_comp_190s,pair_34_comp_190s.wav,pair_34_comp_190s/vocals.wav,0.8052,0.503,-29.27,1000,503,405,True
pair_34_comp_210s,pair_34_comp_210s.wav,pair_34_comp_210s/vocals.wav,0.8432,0.236,-35.66,1000,236,199,True
pair_34_comp_58s,pair_34_comp_58s.wav,pair_34_comp_58s/vocals.wav,0.8396,0.505,-26.86,1000,505,424,True
pair_34_ori_218s,pair_34_ori_218s.wav,pair_34_ori_218s/vocals.wav,0.8214,0.112,-31.79,1000,112,92,True
pair_34_ori_6s,pair_34_ori_6s.wav,pair_34_ori_6s/vocals.wav,0.0,0.0,-86.55,1000,0,0,False
pair_34_ori_78s,pair_34_ori_78s.wav,pair_34_ori_78s/vocals.wav,0.9866,0.524,-28.64,1000,524,517,True
pair_35_comp_148s,pair_35_comp_148s.wav,pair_35_comp_148s/vocals.wav,0.9396,0.943,-13.25,1000,943,886,True
pair_35_comp_189s,pair_35_comp_189s.wav,pair_35_comp_189s/vocals.wav,0.9419,0.998,-13.21,1000,998,940,True
pair_35_comp_79s,pair_35_comp_79s.wav,pair_35_comp_79s/vocals.wav,0.9362,0.972,-13.35,1000,972,910,True
pair_35_ori_108s,pair_35_ori_108s.wav,pair_35_ori_108s/vocals.wav,0.9257,0.861,-16.09,1000,861,797,True
pair_35_ori_115s,pair_35_ori_115s.wav,pair_35_ori_115s/vocals.wav,0.9303,0.502,-18.48,1000,502,467,True
pair_35_ori_154s,pair_35_ori_154s.wav,pair_35_ori_154s/vocals.wav,0.8991,0.991,-15.76,1000,991,891,True
pair_35_ori_162s,pair_35_ori_162s.wav,pair_35_ori_162s/vocals.wav,0.8998,0.988,-15.13,1000,988,889,True
pair_35_ori_172s,pair_35_ori_172s.wav,pair_35_ori_172s/vocals.wav,0.9188,0.837,-15.12,1000,837,769,True
pair_35_ori_180s,pair_35_ori_180s.wav,pair_35_ori_180s/vocals.wav,0.9102,0.423,-17.77,1000,423,385,True
pair_35_ori_38s,pair_35_ori_38s.wav,pair_35_ori_38s/vocals.wav,0.9111,0.844,-17.61,1000,844,769,True
pair_35_ori_46s,pair_35_ori_46s.wav,pair_35_ori_46s/vocals.wav,0.8976,0.459,-20.72,1000,459,412,True
pair_36_comp_102s,pair_36_comp_102s.wav,pair_36_comp_102s/vocals.wav,0.9299,0.799,-27.01,1000,799,743,True
pair_36_comp_9s,pair_36_comp_9s.wav,pair_36_comp_9s/vocals.wav,0.9062,0.416,-31.15,1000,416,377,True
pair_36_ori_12s,pair_36_ori_12s.wav,pair_36_ori_12s/vocals.wav,0.8786,0.84,-19.91,1000,840,738,True
pair_37_comp_139s,pair_37_comp_139s.wav,pair_37_comp_139s/vocals.wav,0.9224,0.979,-19.55,1000,979,903,True
pair_37_comp_15s,pair_37_comp_15s.wav,pair_37_comp_15s/vocals.wav,0.9828,0.986,-18.97,1000,986,969,True
pair_37_comp_73s,pair_37_comp_73s.wav,pair_37_comp_73s/vocals.wav,0.9776,0.894,-20.62,1000,894,874,True
pair_37_ori_114s,pair_37_ori_114s.wav,pair_37_ori_114s/vocals.wav,0.928,0.847,-24.09,1000,847,786,True
pair_37_ori_163s,pair_37_ori_163s.wav,pair_37_ori_163s/vocals.wav,0.9412,0.731,-28.29,1000,731,688,True
pair_37_ori_170s,pair_37_ori_170s.wav,pair_37_ori_170s/vocals.wav,0.9355,0.993,-26.48,1000,993,929,True
pair_37_ori_7s,pair_37_ori_7s.wav,pair_37_ori_7s/vocals.wav,0.8939,0.179,-34.31,1000,179,160,True
pair_37_ori_82s,pair_37_ori_82s.wav,pair_37_ori_82s/vocals.wav,0.9281,0.709,-29.07,1000,709,658,True
pair_39_comp_129s,pair_39_comp_129s.wav,pair_39_comp_129s/vocals.wav,0.9723,0.974,-15.11,1000,974,947,True
pair_39_comp_136s,pair_39_comp_136s.wav,pair_39_comp_136s/vocals.wav,0.9857,0.982,-15.13,1000,982,968,True
pair_39_comp_144s,pair_39_comp_144s.wav,pair_39_comp_144s/vocals.wav,0.9919,0.989,-16.29,1000,989,981,True
pair_39_comp_152s,pair_39_comp_152s.wav,pair_39_comp_152s/vocals.wav,0.994,0.998,-18.07,1000,998,992,True
pair_39_comp_191s,pair_39_comp_191s.wav,pair_39_comp_191s/vocals.wav,0.997,1.0,-14.9,1000,1000,997,True
pair_39_comp_199s,pair_39_comp_199s.wav,pair_39_comp_199s/vocals.wav,0.996,1.0,-14.87,1000,1000,996,True
pair_39_comp_207s,pair_39_comp_207s.wav,pair_39_comp_207s/vocals.wav,1.0,1.0,-15.03,1000,1000,1000,True
pair_39_comp_214s,pair_39_comp_214s.wav,pair_39_comp_214s/vocals.wav,0.999,1.0,-15.34,1000,1000,999,True
pair_39_comp_49s,pair_39_comp_49s.wav,pair_39_comp_49s/vocals.wav,0.965,0.971,-15.46,1000,971,937,True
pair_39_comp_57s,pair_39_comp_57s.wav,pair_39_comp_57s/vocals.wav,0.9783,0.969,-15.62,1000,969,948,True
pair_39_comp_64s,pair_39_comp_64s.wav,pair_39_comp_64s/vocals.wav,0.9893,0.931,-16.67,1000,931,921,True
pair_39_comp_72s,pair_39_comp_72s.wav,pair_39_comp_72s/vocals.wav,0.9634,0.875,-18.36,1000,875,843,True
pair_39_ori_105s,pair_39_ori_105s.wav,pair_39_ori_105s/vocals.wav,0.9632,0.87,-22.16,1000,870,838,True
pair_39_ori_113s,pair_39_ori_113s.wav,pair_39_ori_113s/vocals.wav,0.9729,0.554,-24.78,1000,554,539,True
pair_39_ori_162s,pair_39_ori_162s.wav,pair_39_ori_162s/vocals.wav,0.9619,0.997,-21.04,1000,997,959,True
pair_39_ori_170s,pair_39_ori_170s.wav,pair_39_ori_170s/vocals.wav,0.9494,0.989,-21.08,1000,989,939,True
pair_39_ori_180s,pair_39_ori_180s.wav,pair_39_ori_180s/vocals.wav,0.952,0.855,-21.73,1000,855,814,True
pair_39_ori_188s,pair_39_ori_188s.wav,pair_39_ori_188s/vocals.wav,0.9888,0.626,-23.33,1000,626,619,True
pair_39_ori_50s,pair_39_ori_50s.wav,pair_39_ori_50s/vocals.wav,0.9723,0.722,-23.74,1000,722,702,True
pair_39_ori_57s,pair_39_ori_57s.wav,pair_39_ori_57s/vocals.wav,0.9674,0.705,-24.64,1000,705,682,True
pair_3_comp_176s,pair_3_comp_176s.wav,pair_3_comp_176s/vocals.wav,0.8883,0.779,-23.94,1000,779,692,True
pair_3_comp_179s,pair_3_comp_179s.wav,pair_3_comp_179s/vocals.wav,0.9045,0.775,-23.55,1000,775,701,True
pair_3_comp_183s,pair_3_comp_183s.wav,pair_3_comp_183s/vocals.wav,0.8979,0.793,-23.34,1000,793,712,True
pair_3_comp_188s,pair_3_comp_188s.wav,pair_3_comp_188s/vocals.wav,0.8986,0.838,-22.02,1000,838,753,True
pair_3_comp_234s,pair_3_comp_234s.wav,pair_3_comp_234s/vocals.wav,0.9907,0.963,-20.85,1000,963,954,True
pair_3_comp_238s,pair_3_comp_238s.wav,pair_3_comp_238s/vocals.wav,0.9904,0.942,-21.58,1000,942,933,True
pair_3_comp_242s,pair_3_comp_242s.wav,pair_3_comp_242s/vocals.wav,0.9903,0.927,-21.73,1000,927,918,True
pair_3_comp_246s,pair_3_comp_246s.wav,pair_3_comp_246s/vocals.wav,0.991,0.888,-22.81,1000,888,880,True
pair_3_comp_250s,pair_3_comp_250s.wav,pair_3_comp_250s/vocals.wav,0.9881,0.67,-26.95,1000,670,662,True
pair_3_comp_254s,pair_3_comp_254s.wav,pair_3_comp_254s/vocals.wav,1.0,0.4945,-30.46,819,405,405,True
pair_3_comp_259s,pair_3_comp_259s.wav,pair_3_comp_259s/vocals.wav,1.0,0.2039,-37.21,569,116,116,True
pair_3_comp_263s,pair_3_comp_263s.wav,pair_3_comp_263s/vocals.wav,0.0,0.0,-74.79,369,0,0,False
pair_3_ori_11s,pair_3_ori_11s.wav,pair_3_ori_11s/vocals.wav,0.9302,0.845,-19.27,1000,845,786,True
pair_3_ori_15s,pair_3_ori_15s.wav,pair_3_ori_15s/vocals.wav,0.9269,0.875,-19.68,1000,875,811,True
pair_3_ori_20s,pair_3_ori_20s.wav,pair_3_ori_20s/vocals.wav,0.9477,0.918,-19.18,1000,918,870,True
pair_3_ori_25s,pair_3_ori_25s.wav,pair_3_ori_25s/vocals.wav,0.9573,0.89,-19.87,1000,890,852,True
pair_3_ori_29s,pair_3_ori_29s.wav,pair_3_ori_29s/vocals.wav,0.9668,0.873,-20.66,1000,873,844,True
pair_3_ori_34s,pair_3_ori_34s.wav,pair_3_ori_34s/vocals.wav,0.9702,0.905,-20.78,1000,905,878,True
pair_3_ori_38s,pair_3_ori_38s.wav,pair_3_ori_38s/vocals.wav,0.9694,0.882,-21.29,1000,882,855,True
pair_3_ori_3s,pair_3_ori_3s.wav,pair_3_ori_3s/vocals.wav,0.8826,0.809,-20.49,1000,809,714,True
pair_3_ori_43s,pair_3_ori_43s.wav,pair_3_ori_43s/vocals.wav,0.9806,0.929,-20.71,1000,929,911,True
pair_3_ori_66s,pair_3_ori_66s.wav,pair_3_ori_66s/vocals.wav,0.9194,0.608,-23.89,1000,608,559,True
pair_3_ori_71s,pair_3_ori_71s.wav,pair_3_ori_71s/vocals.wav,0.9384,0.682,-22.99,1000,682,640,True
pair_3_ori_75s,pair_3_ori_75s.wav,pair_3_ori_75s/vocals.wav,0.9506,0.607,-23.18,1000,607,577,True
pair_3_ori_7s,pair_3_ori_7s.wav,pair_3_ori_7s/vocals.wav,0.8947,0.845,-19.57,1000,845,756,True
pair_3_ori_80s,pair_3_ori_80s.wav,pair_3_ori_80s/vocals.wav,0.9746,0.512,-23.43,1000,512,499,True
pair_41_comp_114s,pair_41_comp_114s.wav,pair_41_comp_114s/vocals.wav,0.9618,0.969,-14.79,1000,969,932,True
pair_41_comp_120s,pair_41_comp_120s.wav,pair_41_comp_120s/vocals.wav,0.9579,0.974,-14.46,1000,974,933,True
pair_41_comp_126s,pair_41_comp_126s.wav,pair_41_comp_126s/vocals.wav,0.9712,0.763,-15.75,1000,763,741,True
pair_41_comp_179s,pair_41_comp_179s.wav,pair_41_comp_179s/vocals.wav,0.9653,0.981,-15.21,1000,981,947,True
pair_41_comp_185s,pair_41_comp_185s.wav,pair_41_comp_185s/vocals.wav,0.9685,0.985,-14.52,1000,985,954,True
pair_41_comp_191s,pair_41_comp_191s.wav,pair_41_comp_191s/vocals.wav,0.9904,0.934,-14.41,1000,934,925,True
pair_41_comp_56s,pair_41_comp_56s.wav,pair_41_comp_56s/vocals.wav,0.9586,0.966,-15.48,1000,966,926,True
pair_41_comp_62s,pair_41_comp_62s.wav,pair_41_comp_62s/vocals.wav,0.9563,0.824,-16.55,1000,824,788,True
pair_41_comp_68s,pair_41_comp_68s.wav,pair_41_comp_68s/vocals.wav,0.9852,0.541,-18.11,1000,541,533,True
pair_41_ori_103s,pair_41_ori_103s.wav,pair_41_ori_103s/vocals.wav,0.9346,0.413,-24.13,1000,413,386,True
pair_41_ori_109s,pair_41_ori_109s.wav,pair_41_ori_109s/vocals.wav,0.8725,0.149,-29.0,1000,149,130,True
pair_41_ori_211s,pair_41_ori_211s.wav,pair_41_ori_211s/vocals.wav,0.9661,0.945,-19.33,1000,945,913,True
pair_41_ori_217s,pair_41_ori_217s.wav,pair_41_ori_217s/vocals.wav,0.9699,0.962,-18.82,1000,962,933,True
pair_41_ori_223s,pair_41_ori_223s.wav,pair_41_ori_223s/vocals.wav,0.9662,0.976,-18.96,1000,976,943,True
pair_41_ori_229s,pair_41_ori_229s.wav,pair_41_ori_229s/vocals.wav,0.9729,0.996,-18.75,1000,996,969,True
pair_41_ori_91s,pair_41_ori_91s.wav,pair_41_ori_91s/vocals.wav,0.967,0.938,-20.09,1000,938,907,True
pair_41_ori_97s,pair_41_ori_97s.wav,pair_41_ori_97s/vocals.wav,0.9545,0.769,-21.32,1000,769,734,True
pair_42_comp_12s,pair_42_comp_12s.wav,pair_42_comp_12s/vocals.wav,0.8607,0.804,-18.41,1000,804,692,True
pair_42_comp_17s,pair_42_comp_17s.wav,pair_42_comp_17s/vocals.wav,0.8776,0.776,-20.14,1000,776,681,True
